,10A,10B,10C,10D,10E,10F,10G,10H,11A,11B,11C,11D,11E,11F,11G,11H,12A,12B,12C,12D,12E,12F,1A,1Aa,1B,1Bb,1C,1Cc,1D,1Dd,1E,1Ee,1F,1Ff,1G,1Gg,1H,1Hh,2A,2Aa,2B,2Bb,2C,2Cc,2D,2Dd,2,2Ee,2F,2Ff,2G,2Gg,2H,2Hh,3A,3Aa,3B,3Bb,3C,3Cc,3D,3Dd,3,3Ee,3F,3Ff,3G,3Gg,3H,3Hh,4A,4Aa,4B,4C,4Cc,4D,4Dd,4,4Ee,4F,4Ff,4G,4Gg,4H,4Hh,5A,5Aa,5B,5Bb,5C,5Cc,5D,5Dd,5E,5Ee,5F,5Ff,5G,5Gg,5H,5Hh,6A,6Aa,6B,6Bb,6C,6Cc,6D,6Dd,6E,6Ee,6F,6Ff,6G,6Gg,6H,6Hh,7A,7B,7C,7D,7E,7F,7G,7H,8A,8B,8C,8D,8E,8F,8G,8H,9A,9B,9C,9D,9E,9F,9G,9H,AN16S,ON16S,repeat-4Bb,repeat-6Gg,repeat-6Hh
Microvirgula,0.015896227,0.044059523,0.021822512,0.002358398,0.009753692,0.00303125,0.025933967,0.005467349,0.002358398,0.024514857,0.00327076,0.037327397,0.061097576,0.007102864,0.011468217,0.001947651,0.012854269,0.016439479,0.001388151,0.002799373,0.012382507,0.013827556,0.000148546,0.019317963,0.000245727,0.014329297,0.001216837,0.004035513,0.004035513,0.022477682,0.000897365,0.003517944,0.001567083,0.012854269,0.003772846,0.002575098,7.19E-05,0.002149252,0.000245727,0.028156704,0.000245727,0.000356799,0.000356799,0.028923227,0.001053208,0.014841249,0.004306001,0.026662206,0.000245727,0.042061126,0.001053208,0.004584365,0.000245727,0.012854269,7.19E-05,0.002575098,0.000478618,0.00895186,0.000609746,0.003772846,0.002358398,0.003517944,7.19E-05,0.000245727,0.007102864,0.013335916,0.000478618,0.00895186,0.000148546,0.002358398,0.000478618,0.004306001,0.000148546,7.19E-05,0.002799373,0.000478618,0.013335916,0.002358398,0.005164973,0.000148546,0.014329297,0.002799373,0.009753692,0.002358398,0.023823728,7.19E-05,0.004870668,0.001216837,0.023144712,0.00327076,0.002799373,0.000478618,0.009753692,0.002149252,0.002149252,0.000245727,0.000478618,0.000148546,0.003517944,0.000478618,0.026662206,0.000478618,0.014329297,0.000148546,0.027403074,7.19E-05,0.012854269,7.19E-05,0.005777866,7.19E-05,0.031301497,0.002358398,0.004870668,0.000148546,0.000478618,7.19E-05,2.36E-05,7.19E-05,7.19E-05,0.000356799,0.000148546,0.000478618,0.000609746,0.000245727,0.003517944,0.000609746,0.000897365,0.000148546,0.000245727,0.000478618,7.19E-05,0.007816247,0.000148546,0.000609746,0.000245727,0.001567083,0.000148546,0.000609746,0.000148546,0.004306001,0.039176655,0.001053208,0.000897365,0.017558079,0.001947651,2.36E-05
Mitochondria,0.998295893,0.999402109,0.998765568,0.988470463,0.997208415,0.991012689,0.998965428,0.995009316,0.988470463,0.998904012,0.99166731,0.999289387,0.999576451,0.996160358,0.997628875,0.986067167,0.997886969,0.998353022,0.980549969,0.990273256,0.997805595,0.998037341,0.843459092,0.998602184,0.89913177,0.998106895,0.977868551,0.993240877,0.993240877,0.998802307,0.970214851,0.992250166,0.982735496,0.997886969,0.992771811,0.989432716,0.72288068,0.987360077,0.89913177,0.999049194,0.89913177,0.928287599,0.928287599,0.999075098,0.974513693,0.998173026,0.99366448,0.998994409,0.89913177,0.999372411,0.974513693,0.99404854,0.89913177,0.997886969,0.72288068,0.989432716,0.945552272,0.996956674,0.956760569,0.992771811,0.988470463,0.992250166,0.72288068,0.89913177,0.996160358,0.99796412,0.945552272,0.996956674,0.843459092,0.988470463,0.945552272,0.99366448,0.843459092,0.72288068,0.990273256,0.945552272,0.99796412,0.988470463,0.994717089,0.843459092,0.998106895,0.990273256,0.997208415,0.988470463,0.998871455,0.72288068,0.994398015,0.977868551,0.998837577,0.99166731,0.990273256,0.945552272,0.997208415,0.987360077,0.987360077,0.89913177,0.945552272,0.843459092,0.992250166,0.945552272,0.998994409,0.945552272,0.998106895,0.843459092,0.999022314,0.72288068,0.997886969,0.72288068,0.995277729,0.72288068,0.999147403,0.988470463,0.994398015,0.843459092,0.945552272,0.72288068,0.461660781,0.72288068,0.72288068,0.928287599,0.843459092,0.945552272,0.956760569,0.89913177,0.992250166,0.956760569,0.970214851,0.843459092,0.89913177,0.945552272,0.72288068,0.996512075,0.843459092,0.956760569,0.89913177,0.982735496,0.843459092,0.956760569,0.843459092,0.99366448,0.999324208,0.974513693,0.970214851,0.998459538,0.986067167,0.461660781
Mucilaginibacter,0.4699869,0.716729964,0.550503099,0.114867412,0.350952472,0.143036946,0.593759049,0.231826489,0.114867412,0.57976215,0.152645091,0.680368726,0.781292311,0.281976937,0.389078184,0.096762227,0.41685703,0.478503055,0.070900357,0.133529717,0.407681541,0.434942133,0.008089937,0.519549963,0.013313276,0.443847013,0.062688958,0.181959841,0.181959841,0.557976651,0.046989676,0.162342406,0.079327606,0.41685703,0.172117604,0.124135629,0.00393301,0.105738331,0.013313276,0.613972979,0.013313276,0.019217535,0.019217535,0.620504965,0.054711914,0.452657306,0.191858702,0.600600667,0.013313276,0.706779241,0.054711914,0.20180419,0.013313276,0.41685703,0.00393301,0.124135629,0.025613776,0.331491023,0.032408002,0.172117604,0.114867412,0.162342406,0.00393301,0.013313276,0.281976937,0.425944718,0.025613776,0.331491023,0.008089937,0.114867412,0.025613776,0.191858702,0.008089937,0.00393301,0.133529717,0.025613776,0.425944718,0.114867412,0.221797084,0.008089937,0.443847013,0.133529717,0.350952472,0.114867412,0.57260599,0.00393301,0.211786715,0.062688958,0.565344234,0.152645091,0.133529717,0.025613776,0.350952472,0.105738331,0.105738331,0.013313276,0.025613776,0.008089937,0.162342406,0.025613776,0.600600667,0.025613776,0.443847013,0.008089937,0.607338438,0.00393301,0.41685703,0.00393301,0.241866504,0.00393301,0.639493193,0.114867412,0.211786715,0.008089937,0.025613776,0.00393301,0.001296404,0.00393301,0.00393301,0.019217535,0.008089937,0.025613776,0.032408002,0.013313276,0.162342406,0.032408002,0.046989676,0.008089937,0.013313276,0.025613776,0.00393301,0.301903227,0.008089937,0.032408002,0.013313276,0.079327606,0.008089937,0.032408002,0.008089937,0.191858702,0.691201645,0.054711914,0.046989676,0.49523154,0.096762227,0.001296404
Mucilaginibacter_angelicae,0.236408137,0.469045062,0.299522396,0.043345652,0.158806937,0.055066726,0.337881413,0.095323309,0.043345652,0.325089458,0.059173725,0.426337492,0.555010525,0.120579569,0.181909225,0.0360544,0.199732687,0.242629377,0.025951863,0.051058235,0.193748481,0.211819608,0.002839487,0.274076557,0.004688852,0.217918076,0.022818369,0.072064395,0.072064395,0.305907511,0.016923651,0.063377078,0.029204447,0.199732687,0.067674665,0.047150456,0.001376703,0.039646157,0.004688852,0.357040325,0.004688852,0.006794633,0.006794633,0.363412174,0.019807563,0.224050392,0.076544201,0.34427329,0.004688852,0.456985534,0.019807563,0.081112032,0.004688852,0.199732687,0.001376703,0.047150456,0.009094456,0.147577867,0.011558802,0.067674665,0.043345652,0.063377078,0.001376703,0.004688852,0.120579569,0.205757105,0.009094456,0.147577867,0.002839487,0.043345652,0.009094456,0.076544201,0.002839487,0.001376703,0.051058235,0.009094456,0.205757105,0.043345652,0.090503617,0.002839487,0.217918076,0.051058235,0.158806937,0.043345652,0.318692881,0.001376703,0.085765848,0.022818369,0.312298291,0.059173725,0.051058235,0.009094456,0.158806937,0.039646157,0.039646157,0.004688852,0.009094456,0.002839487,0.063377078,0.009094456,0.34427329,0.009094456,0.217918076,0.002839487,0.350660151,0.001376703,0.199732687,0.001376703,0.100222899,0.001376703,0.382461909,0.043345652,0.085765848,0.002839487,0.009094456,0.001376703,0.000453011,0.001376703,0.001376703,0.006794633,0.002839487,0.009094456,0.011558802,0.004688852,0.063377078,0.011558802,0.016923651,0.002839487,0.004688852,0.009094456,0.001376703,0.131184275,0.002839487,0.011558802,0.004688852,0.029204447,0.002839487,0.011558802,0.002839487,0.076544201,0.438676852,0.019807563,0.016923651,0.2551462,0.0360544,0.000453011
Mucilaginibacter_aquaedulcis,0.219032533,0.444524877,0.279204153,0.039427147,0.146044033,0.05014416,0.316135434,0.087133935,0.039427147,0.303789031,0.053904968,0.402358045,0.530486374,0.110485381,0.167659706,0.032772453,0.184401703,0.224931214,0.023567043,0.046476375,0.178774219,0.195787843,0.002572945,0.254856422,0.00424945,0.201542768,0.020715374,0.065728053,0.065728053,0.285332566,0.015355391,0.057757035,0.026528875,0.184401703,0.061698631,0.042903418,0.0012473,0.036049488,0.00424945,0.334684565,0.00424945,0.006159116,0.006159116,0.340868962,0.017976947,0.207336439,0.069843614,0.322316189,0.00424945,0.432582153,0.017976947,0.074043644,0.00424945,0.184401703,0.0012473,0.042903418,0.008245617,0.135571969,0.010482384,0.061698631,0.039427147,0.057757035,0.0012473,0.00424945,0.110485381,0.190073532,0.008245617,0.135571969,0.002572945,0.039427147,0.008245617,0.069843614,0.002572945,0.0012473,0.046476375,0.008245617,0.190073532,0.039427147,0.082690462,0.002572945,0.201542768,0.046476375,0.146044033,0.039427147,0.297626745,0.0012473,0.07832648,0.020715374,0.291474013,0.053904968,0.046476375,0.008245617,0.146044033,0.036049488,0.036049488,0.00424945,0.008245617,0.002572945,0.057757035,0.008245617,0.322316189,0.008245617,0.201542768,0.002572945,0.328499774,0.0012473,0.184401703,0.0012473,0.091655238,0.0012473,0.359404163,0.039427147,0.07832648,0.002572945,0.008245617,0.0012473,0.000410395,0.0012473,0.0012473,0.006159116,0.002572945,0.008245617,0.010482384,0.00424945,0.057757035,0.010482384,0.015355391,0.002572945,0.00424945,0.008245617,0.0012473,0.120323791,0.002572945,0.010482384,0.00424945,0.026528875,0.002572945,0.010482384,0.002572945,0.069843614,0.414504853,0.017976947,0.015355391,0.236820509,0.032772453,0.000410395
Mucilaginibacter_boryungensis,0.015896227,0.044059523,0.021822512,0.002358398,0.009753692,0.00303125,0.025933967,0.005467349,0.002358398,0.024514857,0.00327076,0.037327397,0.061097576,0.007102864,0.011468217,0.001947651,0.012854269,0.016439479,0.001388151,0.002799373,0.012382507,0.013827556,0.000148546,0.019317963,0.000245727,0.014329297,0.001216837,0.004035513,0.004035513,0.022477682,0.000897365,0.003517944,0.001567083,0.012854269,0.003772846,0.002575098,7.19E-05,0.002149252,0.000245727,0.028156704,0.000245727,0.000356799,0.000356799,0.028923227,0.001053208,0.014841249,0.004306001,0.026662206,0.000245727,0.042061126,0.001053208,0.004584365,0.000245727,0.012854269,7.19E-05,0.002575098,0.000478618,0.00895186,0.000609746,0.003772846,0.002358398,0.003517944,7.19E-05,0.000245727,0.007102864,0.013335916,0.000478618,0.00895186,0.000148546,0.002358398,0.000478618,0.004306001,0.000148546,7.19E-05,0.002799373,0.000478618,0.013335916,0.002358398,0.005164973,0.000148546,0.014329297,0.002799373,0.009753692,0.002358398,0.023823728,7.19E-05,0.004870668,0.001216837,0.023144712,0.00327076,0.002799373,0.000478618,0.009753692,0.002149252,0.002149252,0.000245727,0.000478618,0.000148546,0.003517944,0.000478618,0.026662206,0.000478618,0.014329297,0.000148546,0.027403074,7.19E-05,0.012854269,7.19E-05,0.005777866,7.19E-05,0.031301497,0.002358398,0.004870668,0.000148546,0.000478618,7.19E-05,2.36E-05,7.19E-05,7.19E-05,0.000356799,0.000148546,0.000478618,0.000609746,0.000245727,0.003517944,0.000609746,0.000897365,0.000148546,0.000245727,0.000478618,7.19E-05,0.007816247,0.000148546,0.000609746,0.000245727,0.001567083,0.000148546,0.000609746,0.000148546,0.004306001,0.039176655,0.001053208,0.000897365,0.017558079,0.001947651,2.36E-05
Mucilaginibacter_calamicampi,0.115417425,0.271294424,0.152689599,0.018737327,0.073698402,0.023970814,0.176995627,0.042517566,0.018737327,0.168742384,0.025821988,0.238504371,0.344534745,0.054627582,0.085680696,0.015518339,0.09517255,0.118950701,0.011103776,0.022172784,0.091961086,0.101736366,0.001198632,0.137273328,0.001981427,0.105088018,0.009745142,0.031691904,0.031691904,0.15664456,0.007202765,0.027726047,0.012519347,0.09517255,0.029682758,0.020428182,0.000580655,0.017100577,0.001981427,0.18964476,0.001981427,0.002874806,0.002874806,0.193930279,0.008444397,0.108485673,0.033753288,0.181176759,0.001981427,0.261812159,0.008444397,0.03586672,0.001981427,0.09517255,0.000580655,0.020428182,0.003853007,0.068000785,0.004904094,0.029682758,0.018737327,0.027726047,0.000580655,0.001981427,0.054627582,0.098431091,0.003853007,0.068000785,0.001198632,0.018737327,0.003853007,0.033753288,0.001198632,0.000580655,0.022172784,0.003853007,0.098431091,0.018737327,0.040249027,0.001198632,0.105088018,0.022172784,0.073698402,0.018737327,0.164671552,0.000580655,0.038032023,0.009745142,0.160638742,0.025821988,0.022172784,0.003853007,0.073698402,0.017100577,0.017100577,0.001981427,0.003853007,0.001198632,0.027726047,0.003853007,0.181176759,0.003853007,0.105088018,0.001198632,0.18539336,0.000580655,0.09517255,0.000580655,0.044837477,0.000580655,0.20698456,0.018737327,0.038032023,0.001198632,0.003853007,0.000580655,0.000190965,0.000580655,0.000580655,0.002874806,0.001198632,0.003853007,0.004904094,0.001981427,0.027726047,0.004904094,0.007202765,0.001198632,0.001981427,0.003853007,0.000580655,0.05982655,0.001198632,0.004904094,0.001981427,0.012519347,0.001198632,0.004904094,0.001198632,0.033753288,0.247755223,0.008444397,0.007202765,0.126149892,0.015518339,0.000190965
Mucilaginibacter_galii,0.015896227,0.044059523,0.021822512,0.002358398,0.009753692,0.00303125,0.025933967,0.005467349,0.002358398,0.024514857,0.00327076,0.037327397,0.061097576,0.007102864,0.011468217,0.001947651,0.012854269,0.016439479,0.001388151,0.002799373,0.012382507,0.013827556,0.000148546,0.019317963,0.000245727,0.014329297,0.001216837,0.004035513,0.004035513,0.022477682,0.000897365,0.003517944,0.001567083,0.012854269,0.003772846,0.002575098,7.19E-05,0.002149252,0.000245727,0.028156704,0.000245727,0.000356799,0.000356799,0.028923227,0.001053208,0.014841249,0.004306001,0.026662206,0.000245727,0.042061126,0.001053208,0.004584365,0.000245727,0.012854269,7.19E-05,0.002575098,0.000478618,0.00895186,0.000609746,0.003772846,0.002358398,0.003517944,7.19E-05,0.000245727,0.007102864,0.013335916,0.000478618,0.00895186,0.000148546,0.002358398,0.000478618,0.004306001,0.000148546,7.19E-05,0.002799373,0.000478618,0.013335916,0.002358398,0.005164973,0.000148546,0.014329297,0.002799373,0.009753692,0.002358398,0.023823728,7.19E-05,0.004870668,0.001216837,0.023144712,0.00327076,0.002799373,0.000478618,0.009753692,0.002149252,0.002149252,0.000245727,0.000478618,0.000148546,0.003517944,0.000478618,0.026662206,0.000478618,0.014329297,0.000148546,0.027403074,7.19E-05,0.012854269,7.19E-05,0.005777866,7.19E-05,0.031301497,0.002358398,0.004870668,0.000148546,0.000478618,7.19E-05,2.36E-05,7.19E-05,7.19E-05,0.000356799,0.000148546,0.000478618,0.000609746,0.000245727,0.003517944,0.000609746,0.000897365,0.000148546,0.000245727,0.000478618,7.19E-05,0.007816247,0.000148546,0.000609746,0.000245727,0.001567083,0.000148546,0.000609746,0.000148546,0.004306001,0.039176655,0.001053208,0.000897365,0.017558079,0.001947651,2.36E-05
Mucilaginibacter_jinjuensis,0.032021681,0.086250463,0.043692796,0.004818039,0.019773234,0.006188275,0.051706897,0.011133222,0.004818039,0.048948359,0.006675564,0.073567846,0.117596898,0.01443903,0.023207737,0.003980622,0.025975348,0.033097484,0.002838774,0.005716286,0.025034244,0.027914032,0.000304173,0.038777719,0.000503114,0.028911924,0.002488883,0.008229838,0.008229838,0.044974379,0.001836057,0.007178209,0.003204091,0.025975348,0.007696276,0.005259551,0.000147283,0.00439173,0.000503114,0.056011548,0.000503114,0.000730444,0.000730444,0.057491517,0.002154569,0.029929058,0.00877898,0.053119385,0.000503114,0.08250358,0.002154569,0.009343789,0.000503114,0.025975348,0.000147283,0.005259551,0.000979707,0.018162823,0.00124795,0.007696276,0.004818039,0.007178209,0.000147283,0.000503114,0.01443903,0.026935225,0.000979707,0.018162823,0.000304173,0.004818039,0.000979707,0.00877898,0.000304173,0.000147283,0.005716286,0.000979707,0.026935225,0.004818039,0.010520805,0.000304173,0.028911924,0.005716286,0.019773234,0.004818039,0.047602007,0.000147283,0.009924364,0.002488883,0.046277399,0.006675564,0.005716286,0.000979707,0.019773234,0.00439173,0.00439173,0.000503114,0.000979707,0.000304173,0.007178209,0.000979707,0.053119385,0.000979707,0.028911924,0.000304173,0.05455422,0.000147283,0.025975348,0.000147283,0.011761726,0.000147283,0.062068724,0.004818039,0.009924364,0.000304173,0.000979707,0.000147283,4.84E-05,0.000147283,0.000147283,0.000730444,0.000304173,0.000979707,0.00124795,0.000503114,0.007178209,0.00124795,0.001836057,0.000304173,0.000503114,0.000979707,0.000147283,0.015877446,0.000304173,0.00124795,0.000503114,0.003204091,0.000304173,0.00124795,0.000304173,0.00877898,0.077068777,0.002154569,0.001836057,0.035308862,0.003980622,4.84E-05
Mucilaginibacter_mallensis,0.015896227,0.044059523,0.021822512,0.002358398,0.009753692,0.00303125,0.025933967,0.005467349,0.002358398,0.024514857,0.00327076,0.037327397,0.061097576,0.007102864,0.011468217,0.001947651,0.012854269,0.016439479,0.001388151,0.002799373,0.012382507,0.013827556,0.000148546,0.019317963,0.000245727,0.014329297,0.001216837,0.004035513,0.004035513,0.022477682,0.000897365,0.003517944,0.001567083,0.012854269,0.003772846,0.002575098,7.19E-05,0.002149252,0.000245727,0.028156704,0.000245727,0.000356799,0.000356799,0.028923227,0.001053208,0.014841249,0.004306001,0.026662206,0.000245727,0.042061126,0.001053208,0.004584365,0.000245727,0.012854269,7.19E-05,0.002575098,0.000478618,0.00895186,0.000609746,0.003772846,0.002358398,0.003517944,7.19E-05,0.000245727,0.007102864,0.013335916,0.000478618,0.00895186,0.000148546,0.002358398,0.000478618,0.004306001,0.000148546,7.19E-05,0.002799373,0.000478618,0.013335916,0.002358398,0.005164973,0.000148546,0.014329297,0.002799373,0.009753692,0.002358398,0.023823728,7.19E-05,0.004870668,0.001216837,0.023144712,0.00327076,0.002799373,0.000478618,0.009753692,0.002149252,0.002149252,0.000245727,0.000478618,0.000148546,0.003517944,0.000478618,0.026662206,0.000478618,0.014329297,0.000148546,0.027403074,7.19E-05,0.012854269,7.19E-05,0.005777866,7.19E-05,0.031301497,0.002358398,0.004870668,0.000148546,0.000478618,7.19E-05,2.36E-05,7.19E-05,7.19E-05,0.000356799,0.000148546,0.000478618,0.000609746,0.000245727,0.003517944,0.000609746,0.000897365,0.000148546,0.000245727,0.000478618,7.19E-05,0.007816247,0.000148546,0.000609746,0.000245727,0.001567083,0.000148546,0.000609746,0.000148546,0.004306001,0.039176655,0.001053208,0.000897365,0.017558079,0.001947651,2.36E-05
Mucilaginibacter_pineti,0.081582468,0.202209409,0.109278007,0.012833247,0.051383087,0.016445314,0.127715145,0.029344478,0.012833247,0.121420812,0.017725877,0.175755412,0.263544311,0.037850807,0.059972134,0.010617579,0.066824101,0.084178522,0.007586411,0.015202973,0.064501026,0.071587479,0.000816349,0.097739184,0.001349822,0.074027746,0.006655257,0.021796544,0.021796544,0.112257497,0.004914989,0.019044616,0.008557449,0.066824101,0.020401508,0.013998919,0.000395387,0.01170608,0.001349822,0.137430514,0.001349822,0.001958984,0.001958984,0.140741041,0.005764538,0.076507028,0.02322973,0.130917317,0.001349822,0.194497308,0.005764538,0.024701084,0.001349822,0.066824101,0.000395387,0.013998919,0.002626382,0.04732253,0.003343973,0.020401508,0.012833247,0.019044616,0.000395387,0.001349822,0.037850807,0.069186257,0.002626382,0.04732253,0.000816349,0.012833247,0.002626382,0.02322973,0.000816349,0.000395387,0.015202973,0.002626382,0.069186257,0.012833247,0.027758417,0.000816349,0.074027746,0.015202973,0.051383087,0.012833247,0.118329083,0.000395387,0.026210634,0.006655257,0.115274582,0.017725877,0.015202973,0.002626382,0.051383087,0.01170608,0.01170608,0.001349822,0.002626382,0.000816349,0.019044616,0.002626382,0.130917317,0.002626382,0.074027746,0.000816349,0.134155855,0.000395387,0.066824101,0.000395387,0.030968866,0.000395387,0.150885127,0.012833247,0.026210634,0.000816349,0.002626382,0.000395387,0.000130018,0.000395387,0.000395387,0.001958984,0.000816349,0.002626382,0.003343973,0.001349822,0.019044616,0.003343973,0.004914989,0.000816349,0.001349822,0.002626382,0.000395387,0.04152324,0.000816349,0.003343973,0.001349822,0.008557449,0.000816349,0.003343973,0.000816349,0.02322973,0.183157821,0.005764538,0.004914989,0.089486965,0.010617579,0.000130018
