Species,1-1A,10-2B,11-2C,12-2D,13-2E,14-2F,15-2G,16-2H,17-3A,18-3B,19-3C,2-1B,20-3D,21-3E,22-3F,23-3G,24-3H,25-4A,26-4B,27-4C,28-4D,29-4E,3-1C,30-4F,31-4G,32-4H,33-5A,34-5B,35-5C,36-5D,37-6E,38-5F,39-5G,4-1D,40-5H,5-1E,6-1F,7-1G,8-1H,9-2A
Subgroup_11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,32
Subgroup_17,98,119,183,128,105,57,536,237,557,499,45,49,86,290,280,294,298,258,207,522,663,690,70,752,624,676,250,290,179,130,89,149,1028,47,286,274,97,193,230,262
Subgroup_18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subgroup_2,149,85,0,0,34,54,0,0,42,54,761,120,595,177,298,445,395,67,0,0,0,0,143,0,0,0,17,0,538,405,329,308,269,156,343,0,0,0,87,0
Subgroup_22,0,0,0,0,0,0,8,0,22,23,0,0,0,27,25,43,30,25,31,0,15,110,0,98,60,111,0,19,0,0,0,0,64,0,17,42,92,30,0,0
Subgroup_25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,23,0,0,0,0,0,0,11,0,0,0,0,0,0,0
Subgroup_5,0,40,0,0,0,0,0,0,0,0,50,0,31,30,38,45,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,34,0
Subgroup_7,43,63,56,81,50,58,45,35,142,128,0,24,12,108,150,8,44,28,84,47,38,21,5,28,26,21,45,32,174,178,120,244,147,42,147,25,19,53,71,66
Sulfuricaulis_limicola,0,0,0,0,0,0,0,0,48,31,0,0,0,101,157,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,4,27,0,0,0,0,0,0,0
Sulfuricurvum,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0
Sulfurifustis,0,0,0,0,0,0,0,0,37,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sumerlaea,9,0,0,0,0,0,0,0,0,9,0,0,0,13,0,0,0,0,0,0,0,0,12,0,0,0,17,0,0,10,0,0,0,9,0,23,13,21,0,17
Sva0485,0,0,0,0,0,0,0,0,16,0,0,0,0,74,38,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
Sva0996_marine_group,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Syntrophobacter,0,0,0,0,0,0,0,0,19,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,21,0,0,28,0,33,0,0,0,0,0
Syntrophorhabdus,0,10,0,0,0,0,0,0,51,37,0,0,0,60,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,22,0,0,0,0,0
TK10,38,53,38,26,138,142,29,54,21,29,114,20,33,142,90,55,29,111,69,97,102,82,39,79,77,105,25,15,171,58,108,97,113,25,74,34,71,111,87,127
TM7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
TRA3-20,0,0,0,0,0,0,0,0,111,108,0,0,0,0,0,0,0,52,65,0,0,661,0,899,1006,1252,21,18,9,0,0,0,385,0,163,94,152,71,0,49
Tahibacter,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
Tepidisphaera_mucosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Tepidisphaeraceae,29,0,14,0,0,0,0,15,0,0,0,19,18,0,0,18,0,0,0,0,0,0,16,0,0,0,21,31,0,0,0,0,0,16,0,0,0,0,0,0
Tepidisphaerales,61,71,137,163,25,0,122,83,9,77,55,20,100,127,63,181,153,250,74,242,305,89,38,112,100,133,71,94,27,0,0,54,182,76,39,30,56,44,183,109
Terracidiphilus_gabretensis,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,0,0,0,0,0,0,0,0
Terrimonas,0,21,0,0,0,0,34,0,15,23,19,0,0,0,0,0,0,0,0,0,0,0,0,18,12,36,0,20,0,0,17,20,25,0,36,35,0,0,0,0
Terrimonas_lutea,0,0,0,0,0,0,34,18,42,36,0,0,0,0,0,0,0,51,53,0,0,94,0,81,73,105,46,57,0,0,0,0,91,0,27,30,53,47,0,36
Terrimonas_sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,12,0,12
Terrimonas_terrae,0,0,0,0,0,0,0,0,0,0,0,0,0,26,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terrisporobacter,0,0,0,0,24,0,25,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24,0,24,19,120,81,0,0,0,18,0,0,0,0
Thaumarchaeota_archaeon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,81,0,0,0,0,0,0,27,0,17,0,0,0,0,0
Thermaerobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,22,0,0,8
Thermoactinomyces,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,24,26,0,0,0,22,0,9,0,8,0,0,0,0
Thermoanaerobaculum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
Thermobaculum_sp.,0,74,39,0,0,0,0,0,304,245,58,0,10,0,0,45,36,14,40,50,28,0,13,0,0,0,0,10,91,23,0,0,0,0,0,53,40,29,64,40
Thermodesulfovibrionia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,13,0,0,0,0,0
Thermoflavimicrobium,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,26,0,0
Thermoleophilia,104,28,48,25,48,47,154,100,0,74,48,68,65,38,6,116,125,69,0,104,66,0,36,0,0,0,120,140,0,0,100,90,59,38,18,46,0,32,0,0
Thermomicrobiales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,6,0,0,10,13,8,0,0
Thermomonosporaceae,0,14,65,42,0,0,0,0,29,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,10,0,0,0,0,0,0,0,0,376,0
Thiobacter_sp.,0,0,0,0,0,0,0,0,22,9,0,0,0,0,0,0,0,0,0,0,0,126,0,140,50,44,0,0,0,0,0,0,91,0,0,0,0,0,0,0
Tissierella,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,17,0,0,0,0,0,0,0,0
Treponema_zuelzerae,0,0,0,0,0,0,0,0,43,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trichococcus,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Tumebacillus,0,0,0,0,0,0,0,0,0,0,58,8,0,0,0,0,24,0,0,20,0,0,0,0,0,0,0,17,18,0,108,176,0,0,0,0,0,0,0,0
Tundrisphaera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0
Turicibacter,29,18,0,24,95,83,125,110,43,94,21,19,38,0,0,26,19,70,85,67,46,10,63,27,25,39,186,183,70,48,702,425,48,0,14,163,100,119,22,51
Tuwongella,0,0,0,0,0,20,0,18,0,39,23,0,20,0,0,51,20,0,19,0,0,0,0,14,0,0,27,0,14,26,0,0,0,0,0,32,34,0,0,0
UCG-010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0
UTCFX1,0,0,0,0,0,0,0,0,29,0,0,0,0,18,0,0,0,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
Unassigned,0,0,8,5,5,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,9,26,4,0,0,0,0,0,0,17,13,0,0,0,0,0,18,0,17
Undibacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V2072-189E03,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Vaucheria_litorea,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vermiphilaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,6
Verrucomicrobia_bacterium,32,38,42,0,68,98,17,88,34,77,122,56,213,15,14,37,0,95,135,13,0,64,24,10,12,76,23,128,41,32,72,68,21,57,0,103,70,144,45,107
Verrucomicrobiae,0,0,0,2,0,0,0,0,31,7,11,0,0,25,0,8,0,12,0,0,14,0,0,16,0,6,0,16,0,0,15,8,25,0,29,0,32,4,0,25
Verrucomicrobiales,0,0,0,0,12,0,31,14,0,0,0,0,0,0,0,13,0,10,0,9,9,38,0,52,26,35,29,32,0,0,0,0,39,11,12,30,0,64,0,42
Verrucomicrobium_sp.,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Vicinamibacter,0,88,44,48,38,0,0,0,31,41,0,0,56,23,18,49,61,19,0,55,46,38,0,41,0,0,10,29,112,86,36,28,0,25,0,0,0,0,103,0
Vicinamibacteraceae,1058,1354,1421,1637,1813,1511,2388,1783,1508,2263,613,753,591,1088,1010,1595,1870,2935,2127,2852,4202,3900,819,4340,3480,4515,1894,2077,1212,781,1065,1844,5793,922,2043,2336,2374,2343,1853,1832
Vicinamibacterales,245,326,485,525,354,221,438,245,422,664,302,123,229,341,209,558,479,1122,1454,462,423,2488,228,2487,2333,2597,617,724,166,44,91,164,1993,221,510,1770,2002,2420,434,1907
Vulgatibacter,0,0,7,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,21,14,4,5,7,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0
Vulgatibacter_sp.,0,0,0,0,0,31,0,35,0,0,0,0,0,0,0,13,0,0,0,16,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,24,0,11,0,12
WCHB1-32,0,7,0,6,0,0,0,0,0,0,0,0,0,43,38,0,0,0,17,0,0,13,0,13,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,60
WD2101_soil_group,280,131,208,287,384,332,214,318,68,142,199,171,231,198,61,247,245,180,164,166,156,233,334,170,166,224,106,129,95,41,180,251,309,304,123,58,136,193,197,199
WD260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,40,0,0,0,0,0,0,0,0,0,0,0,42,0,13,0,0,0,0,0
WWH38,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
WX65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,147,117,105,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Woeseia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,11,12,0,0,0,0,0,0,33,0,0,17,17,29,0,25
Xanthobacteraceae,3416,2196,2829,3074,3872,3647,3301,2958,765,855,5839,2473,5872,1684,2331,5985,4594,2044,1017,3020,2217,405,2879,431,543,668,1414,1676,3701,2368,6021,6571,2253,2646,1027,678,619,349,2843,306
Xanthomonadaceae,0,0,0,0,0,11,12,8,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,39,0,0,48,27,0,0,0,19,17,7,0,9
Xanthomonadaceae_bacterium,18,0,29,57,20,30,0,0,0,0,29,37,0,0,0,24,24,0,11,0,0,0,19,25,0,0,0,0,0,31,0,0,0,41,0,0,11,0,0,0
Xanthomonadales,0,23,0,18,18,23,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,38,42,54,90,0,0,0,0,0,0,41,0
ZOR0006,0,0,0,0,0,0,7,3,3,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0
Zavarzinella,117,79,112,168,103,182,155,140,80,63,79,107,24,72,48,171,139,244,23,255,329,77,184,59,125,52,75,48,100,77,135,255,71,157,19,12,87,27,107,27
Zavarzinella_formosa,69,49,88,158,74,97,41,67,25,45,241,34,276,114,112,271,238,108,30,135,62,63,68,109,106,184,0,18,150,141,75,153,218,69,139,61,63,36,102,79
[Desulfobacterium]_catecholicum_group,0,0,0,22,0,0,0,0,0,0,0,0,0,11,9,0,0,9,0,0,0,5,0,19,0,0,0,0,11,9,0,0,0,0,0,0,0,0,0,0
[Pseudomonas]_geniculata,35,19,69,70,32,48,60,41,27,61,430,15,313,0,11,287,187,52,15,37,9,110,17,31,104,84,40,79,21,0,38,58,297,13,43,33,0,36,86,31
actinobacterium_BGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,14,0,0,0,0,0,0,0,0,0,0
actinobacterium_WWH12,341,161,404,301,58,14,371,377,164,343,0,220,27,68,43,110,137,338,282,1049,560,105,230,281,204,246,582,652,0,0,0,13,859,166,130,411,207,455,182,495
agricultural_soil,146,28,108,140,31,81,240,79,242,280,26,30,52,47,0,66,111,155,91,141,75,64,79,69,44,75,103,161,10,12,88,103,168,69,63,43,93,96,20,34
alpha_proteobacterium,0,0,0,8,0,0,0,15,0,0,12,0,0,0,0,7,12,0,0,0,0,26,0,30,24,28,0,0,0,0,8,0,61,0,12,0,5,0,0,8
anaerobic_digester,0,0,0,0,0,0,11,7,0,0,0,0,0,0,0,6,0,15,0,26,39,6,0,0,0,0,0,0,0,0,0,0,67,0,7,6,0,0,0,0
bacterium,0,16,15,40,10,0,108,73,47,58,0,0,8,0,8,54,25,41,16,28,7,0,9,11,0,0,49,83,0,8,28,45,78,7,21,0,0,22,13,22
bacterium_7B4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0
bacterium_AC2043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,3,4,0,0
bacterium_CB03,0,0,0,0,20,13,25,45,50,0,0,0,0,0,0,46,33,16,0,31,0,0,0,0,0,0,32,22,0,0,25,48,0,0,0,0,0,0,0,0
bacterium_Ellin314,0,40,14,27,6,8,0,0,0,0,0,10,16,19,0,12,25,0,0,0,0,0,19,0,0,0,0,0,18,0,31,14,0,0,0,0,0,0,45,0
bacterium_Ellin335,0,0,24,20,0,56,0,0,0,0,17,0,0,0,0,0,0,24,12,0,0,0,0,0,0,0,0,0,0,0,53,35,0,0,0,0,0,0,10,0
bacterium_Ellin506,50,12,22,27,55,56,29,36,0,0,15,0,0,0,0,0,8,0,0,0,0,0,29,0,0,0,0,11,0,0,10,32,0,50,0,0,0,0,15,0
bacterium_Ellin5060,0,0,0,0,21,0,0,0,0,0,0,26,0,15,0,0,18,11,0,0,12,0,25,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,23,0
bacterium_Ellin507,0,0,0,0,0,63,0,0,0,0,0,29,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,23,16,0,0,30,0,43,0,0,0,0,15,0
bacterium_Ellin5102,50,129,87,127,171,109,0,0,0,74,152,108,115,209,222,110,97,38,0,49,41,0,117,0,0,0,0,38,64,145,94,65,107,11,29,0,0,0,154,0
bacterium_Ellin511,0,0,17,0,38,0,24,34,0,29,9,0,16,0,0,0,19,20,28,0,0,20,0,32,21,34,25,37,0,0,27,0,34,0,17,0,35,18,15,32
bacterium_Ellin515,63,0,32,65,230,184,29,26,0,0,88,0,29,200,193,85,101,0,0,88,76,0,16,0,0,0,0,0,203,153,22,130,102,106,45,0,0,9,0,12
bacterium_Ellin516,28,0,0,30,0,80,20,23,0,0,25,0,0,41,60,0,0,0,0,27,18,0,38,0,0,0,0,0,64,65,67,105,0,36,0,0,0,0,27,0
bacterium_Ellin5220,0,0,0,0,59,51,0,0,20,17,11,0,16,39,44,0,0,0,0,0,0,0,28,0,0,0,0,0,53,32,61,59,26,0,0,0,0,0,0,0
bacterium_Ellin5239,42,19,17,31,172,89,0,7,0,0,59,30,35,0,12,30,9,0,0,24,12,0,18,0,0,0,0,0,0,0,70,73,0,24,0,0,0,0,22,0
bacterium_Ellin5247,0,0,0,0,19,11,10,0,0,0,0,14,17,0,0,0,0,0,0,0,0,0,0,0,0,0,30,16,0,0,13,9,0,0,0,0,0,10,0,0
bacterium_Ellin5290,0,0,0,0,18,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
bacterium_Ellin6067,8,0,0,0,22,32,19,12,40,21,0,0,0,12,0,0,0,0,28,0,0,0,0,0,0,0,0,41,0,30,117,159,8,17,20,52,74,48,0,27
bacterium_Ellin6505,76,109,79,115,98,0,41,0,95,33,161,35,0,306,320,116,115,198,0,121,153,84,48,91,76,87,24,18,290,254,169,246,39,68,82,21,37,85,125,83
bacterium_Ellin6515,126,28,15,18,233,236,95,120,0,32,37,117,57,85,105,83,70,17,0,92,24,0,115,3,6,0,111,96,166,72,268,348,44,68,8,0,0,0,0,0
bacterium_Ellin6517,144,114,223,151,236,129,296,222,0,13,57,127,79,126,155,60,48,34,0,351,247,0,185,0,0,0,104,109,67,32,221,188,245,87,45,0,0,0,101,0
bacterium_Ellin6519,80,16,18,41,191,109,126,152,7,7,68,77,34,0,0,22,17,25,0,133,140,23,0,38,23,28,38,0,26,0,207,191,17,15,0,25,34,22,46,38
bacterium_Ellin6527,0,20,0,0,0,0,0,0,0,0,0,0,0,0,12,26,0,0,0,0,0,0,0,0,0,0,0,0,35,17,0,0,0,0,0,0,0,0,10,0
bacterium_Ellin6529,52,0,107,80,347,241,100,83,15,97,88,22,103,25,26,64,94,32,0,48,0,0,84,0,0,32,100,131,36,25,50,76,65,79,27,46,37,61,55,37
bacterium_Ellin6537,34,53,77,48,158,155,13,24,5,0,36,15,33,67,86,53,52,24,0,31,15,0,65,0,0,0,0,0,84,96,66,49,0,38,0,0,0,0,92,0
bacterium_Ellin6543,48,78,68,45,114,147,30,37,16,13,115,47,84,53,43,90,78,33,0,60,15,0,47,0,19,0,37,34,126,55,137,123,39,58,65,0,0,0,99,0
bacterium_Ellin7504,53,214,80,154,40,56,26,0,0,0,164,51,81,161,201,149,168,127,0,201,275,0,16,0,0,0,31,0,141,126,132,177,213,38,127,0,0,0,284,0
bacterium_Ellin7509,0,0,0,0,11,14,0,0,0,0,62,0,45,27,56,60,64,0,0,0,0,0,0,0,0,0,0,0,114,86,0,0,13,13,30,0,0,0,0,0
bacterium_Ellin7530,0,103,45,46,169,135,71,93,0,0,83,0,115,0,0,45,21,0,0,0,30,0,42,0,0,0,0,0,47,28,172,144,0,164,0,0,0,0,98,0
bacterium_MI-37,0,0,0,0,33,37,0,0,0,0,0,0,6,0,9,0,7,0,0,7,0,0,10,22,8,0,0,0,0,0,64,36,15,0,0,0,0,0,0,0
bacterium_PT01,0,0,0,0,0,20,5,0,20,0,0,0,17,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0
bacterium_QTYC46b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,11,0,0,22,0,20,0,0
bacterium_ROME95Asa,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,37,0,23,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0
bacterium_RS58G,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0
bacterium_SOSP1-165,0,0,0,0,50,22,32,26,17,28,6,0,0,0,0,36,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bacterium_TG154,0,0,0,0,0,0,0,0,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bacterium_UW,0,0,0,0,0,8,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bacterium_WH5-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,53,0,38,49,0,0,0,0,0,0,0,0,0,3,0,4,7,0,0
bacterium_WX65,69,40,93,64,14,0,99,93,87,100,43,24,18,44,16,236,176,266,268,488,554,573,27,543,649,660,114,60,0,0,0,0,719,25,132,410,255,380,63,429
bacterium_YC-LK-LKJ13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,0,0,0,0,0,0,0,0,0,11,0,0
bacterium_YC-ZSS-LKJ159,0,0,0,11,0,10,39,18,0,24,0,19,6,0,0,0,14,0,19,0,0,0,0,0,7,13,98,138,0,0,0,0,19,11,0,0,38,0,0,22
bacterium_YC-ZSS-LKJ199,0,9,8,0,0,0,0,0,0,27,9,0,0,18,33,0,0,0,0,0,0,12,0,24,0,29,19,40,41,31,33,19,0,0,0,0,0,0,0,0
bacterium_YC-ZSS-LKJ63,0,0,0,0,0,0,0,0,0,0,0,0,0,23,24,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0
bacterium_enrichment,82,106,111,69,188,154,151,39,89,79,198,29,114,219,286,125,142,148,67,246,239,154,71,147,171,204,75,121,244,248,215,227,129,34,33,82,70,63,183,10
beta_proteobacterium,0,0,0,0,0,0,0,0,0,15,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,23,0,0,0,39,26,0,0,0
candidate_division,0,74,14,20,0,0,25,10,0,34,0,0,0,175,124,0,0,0,0,0,0,0,0,0,0,0,0,0,82,80,0,12,0,0,0,0,0,0,100,0
d__Bacteria,261,677,682,944,460,497,412,347,471,607,556,147,380,948,915,1316,1153,889,606,867,1127,2685,157,3384,4250,4822,444,416,572,411,355,396,1460,133,406,749,778,1799,790,1726
delta_proteobacterium,0,251,202,177,0,18,28,0,58,41,50,0,31,113,122,131,86,122,30,102,85,21,22,91,30,47,18,13,36,0,29,28,200,31,156,69,30,23,347,13
denitrifying_bacterium,0,68,98,82,0,0,0,0,2675,1900,29,4,0,496,893,15,38,101,28,16,10,54,0,39,42,27,0,0,343,430,68,71,89,0,140,5,9,2,163,48
env.OPS_17,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,15,0,0,0,0,0,0,13,0,18,0,0,0
